robot_position,robot_orientation,centroid_record,info_gain_record
0.16203773671808455,0.21137232180319804
-0.000790841486922564,0.0003666549921297248,0.29171819021919987,0.9565039213427192
"[2.37095462, 0.66464534]","[2.30000004, -1.09999999]"
14.220150452595801,14.0398164446665
2.115192428131405,0.603371600644623
-0.001559313896346284,-0.001287741990115151,0.11698121277770075,0.9931320665394971
"[3.07627934, -1.02358003]","[1.49183204, 2.90155239]","[4.41621746, 1.54865706]"
142.78699806833262,145.29181526240592,144.61444664405386
1.5573943022827952,2.6657135829501906
-0.0014804466340211917,-0.0002667819246326531,0.7947202611199237,0.6069740165329166
"[3.8285061, -1.12981369]","[0.759866, -0.70432305]","[0.60000001, 3.00000004]"
145.39995942930452,2343.5917263499196,290.5277204376316
