robot_position,robot_orientation,centroid_record,info_gain_record
"3.46438717,0.11103431",[ 4.42931388e-04 -2.53666558e-04 -3.51419993e-01  9.36217774e-01],"[[3.50574919, 5.11986043], [3.84124146, -1.57014637], [1.20000002, 2.80000004], [1.1699909, -1.00488067], [0.0, 0.0]]","[33.64440305821039, 19.8540297235214, 17.82362271554675, 276.33247559277703]",[ 1.1699909  -1.00488067]
