robot_position,robot_orientation,centroid_record,info_gain_record
"4.64484865,0.31236792",[-9.57909470e-04 -4.01801638e-04 -4.82477198e-02  9.98834863e-01],"[[3.09383634, 4.30294288], [1.33134437, 2.86474279], [7.40000011, -0.19999992], [3.75000006, -1.99999995], [0.0, 0.0]]","[50.92418892634525, 51.46272327775828, 87.99469590115568, 56.70162053150099]",[ 7.40000011 -0.19999992]
