robot_position,robot_orientation,centroid_record,info_gain_record,best_centroid
"0.16775952,0.21606271","-1.92313228e-04,5.24098507e-04,2.95906355e-01,9.55216786e-01","[[3.30000005, 1.10000001], [2.30000004, -1.40000002], [2.10000003, 2.10000003], [0.0, 0.0], [0.0, 0.0]]","[509.20825489231873, 470.1505158746685, 492.7401925837826]",[3.30000005 1.10000001]
robot_position,robot_orientation,centroid_record,info_gain_record,best_centroid
"3.04900856,1.02209332","-5.61672747e-04,-2.01390204e-03,1.48597184e-01,9.88895595e-01","[[5.19481003, -0.17015331], [3.30000005, -1.50000003], [2.43240952, 4.61957455], [1.40000002, 2.90000004], [0.0, 0.0]]","[127.12261494939727, 125.29853084572429, 114.14584078147956, 126.178654078548]",[ 5.19481003 -0.17015331]
