robot_position,robot_orientation,centroid_record,info_gain_record,best_centroid
"0.15149646,0.20359892","-5.57492999e-04,5.36845724e-04,2.79849378e-01,9.60043615e-01","[[3.40000005, 1.10000001], [2.00000003, 2.40000003], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]","[9.959409456574488, 10.618780024662472]",[2.00000003 2.40000003]

robot_position,robot_orientation,centroid_record,info_gain_record,best_centroid
"1.84132548,2.20712184","1.21979766e-03,-5.27808749e-04,4.21649222e-01,9.06758059e-01","[[2.86093767, 0.44129467], [3.99036169, 5.06894875], [0.40000001, 3.20000004], [0.0, 0.0], [0.0, 0.0]]","[52.73823893408328, 47.21524673035659, 53.428223559629274]",[0.40000001 3.20000004]

robot_position,robot_orientation,centroid_record,info_gain_record,best_centroid
"0.60619718,3.06017553","-1.78465078e-03,-2.99201506e-04,9.55078609e-01,2.96347033e-01","[[4.32397088, 0.92080573], [0.89932386, -0.41405119], [2.53257322, 0.11128598], [-0.61075151, 1.04702711], [0.0, 0.0]]","[60.129795816119255, 2300.1928579502005, 58.512533164987126, 64.73703107166972]",[ 0.89932386 -0.41405119]

