robot_position,robot_orientation,centroid_record,info_gain_record
0.15964446208490313,0.2124470095303445
0.000334439205894583,0.0006811086030391855,0.28322702867277183,0.9590525942775943
"[3.10000005, 0.70000001]","[1.60000002, 1.70000002]"
447.20103199640795,440.70579198779086
2.8431418995283937,0.649941198123097
0.00011586716334181587,-0.0017465420096322113,0.09895736718432306,0.9950901360994977
"[4.3786968, 0.26927559]","[3.10275024, -1.92216732]","[2.10000003, 3.60000005]"
273.1082418994633,150.85013864827582,133.68145077593348
