robot_position,robot_orientation,centroid_record,info_gain_record,best_centroid
"1.94810977,2.20437346",[1.62941816e-05 5.28275871e-05 4.08550795e-01 9.12735579e-01],"[[4.12341947, 1.33151277], [0.34788664, 1.9377928], [4.20781851, -1.32149971], [0.89451522, 4.0744133], [0.0, 0.0]]","[86.44996099668764, 85.108956158633, 79.82482281661636, 85.9636638610314]",[4.12341947 1.33151277]

