01-103a 374.133
02-1e27 558.758
05-83fd 543.618
06-ec36 320.436
07-57b7 541.422
08-1e16 407.672
09-cd7f 476.381
09-fb12 472.184
10-a508 600.548
11-73da 486.643
12-1438 459.161
13-2892 463.714
14-3de6 669.916
15-7bc2 552.888
