[0.41957725,0.16780585];[-7.04312747e-04,-5.44256760e-04,6.92374725e-02,9.97599806e-01];[[2.19944331, 0.60573603], [1.39679408, 2.34836102], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]];[[13.872137237133053], [13.889234755427303], [0], [0], [0], [0], [0], [0], [0], [0]];[1.39679408,2.34836102]
[1.29151122,2.11762946];[-3.79080492e-04,6.44778015e-04,5.39962001e-01,8.41689065e-01];[[3.45481421, 0.39724825], [1.82975995, 4.93527931], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]];[[12.136434199069456], [12.143325506613083], [0], [0], [0], [0], [0], [0], [0], [0]];[1.82975995,4.93527931]
[3.2048953,-0.02627822];[1.81172547e-04,-1.83311244e-03,-5.53521473e-01,8.32832868e-01];[[4.1524134, -2.78696832], [-0.16727457, 1.77061662], [0.4, -4.29999993], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]];[[19.717396913963178], [111.08673812333544], [18.376762562303256], [0], [0], [0], [0], [0], [0], [0]];[-0.16727457,1.77061662]
[0.05021455,1.65684122];[-0.0017493,0.00264225,0.97041321,0.24142941];[[5.15000007, 1.20000031], [6.30000009, -3.49999976], [4.70589066, -3.77868629], [-0.20000001, -4.29999977], [-1.90000003, -0.19999971], [-1.90000003, -2.39999974], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]];[[18.576038485867628], [17.585984101515375], [17.585984101515375], [23.361944797491976], [47.43331144522539], [18.576038485867628], [0], [0], [0], [0]];[-1.90000003,-0.19999971]
[-1.71034538,-0.02225603];[0.00162482,0.00161459,0.93089422,-0.36528167];[[-0.11842174, -4.35373301], [-2.47105822, -0.6198216], [5.00329389, 1.13905551], [6.30000023, -3.49999976], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]];[[18.435234940569128], [0.0], [44.50488716098789], [16.73808523447241], [0], [0], [0], [0], [0], [0]];[5.00329389,1.13905551]
[4.75880609,1.07678999];[9.22043493e-05,-5.25273600e-04,1.40654598e-01,9.90058575e-01];[[0.34040073, -4.48395069], [8.05210018, -3.11789775], [5.49999999, -2.79999975], [-3.30000014, -0.39999971], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]];[[28.107944873133437], [29.34757882168832], [29.347578821688302], [117.9591407086768], [0], [0], [0], [0], [0], [0]];[-3.30000014,-0.39999971]
[-3.05012464,-0.33686454];[0.00212697,-0.00136836,0.99176323,-0.1280598];[[5.44605148, -2.91508676], [-3.79992096, 0.56881533], [8.20000063, 1.80000032], [7.30000062, -0.29999971], [0.10000051, -4.49999977], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]];[[58.634207068631405], [36.253665935939964], [83.39501827349993], [56.7152992819539], [34.93997037457403], [0], [0], [0], [0], [0]];[8.20000063,1.80000032]
[8.24551359,1.83131359];[1.34147807e-04,2.31877887e-04,-2.62692151e-02,9.99654867e-01];[[-3.95000031, 0.70000031], [8.49999988, 0.90000031], [5.49999983, -2.79999975], [-3.5000003, -3.89999976], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]];[[96.65843465018997], [44.561159823594686], [43.1648769026833], [137.19332054036857], [0], [0], [0], [0], [0], [0]];[-3.5000003,-3.89999976]
[-3.63901217,-3.92509615];[1.19418655e-03,2.73569234e-04,9.48228099e-01,-3.17587734e-01];[[-3.94999953, 0.70000031], [-6.99999958, -2.64999974], [7.96164608, -3.01988387], [5.50000061, -2.79999975], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]];[[149.77896229976133], [57.47859510181237], [140.39923862246752], [54.591813084187145], [0], [0], [0], [0], [0], [0]];[-3.94999953,0.70000031]
[-3.90865789,0.64267775];[-9.89539417e-04,5.18772387e-04,8.04634612e-01,5.93769211e-01];[[5.49999985, -2.79999975], [-7.70000035, -2.49999974], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]];[[62.264746541342774], [51.453976463105725], [0], [0], [0], [0], [0], [0], [0], [0]];[5.49999985,-2.79999975]
