02-6775 819.506
03-6c46 790.142
04-65b4 777.123
06-93d7 774.469
08-e5c5 669.897
09-d50e 754.087
11-be1a 775.522
12-d150 754.938
13-5a10 681.426
14-e68c 627.658
16-37f5 738.416
18-3e20 836.153
