02-2a44 397.567
03-e1ad 420.597
04-708d 442.227
05-1150 15.025
06-8c1d 480.894
08-d6dc 571.178
09-2fdb 448.819
10-56c3 422.918
11-0b64 326.665
12-c4df 356.124
13-4341 551.745
14-4acb 383.383
15-abad 370.200
